reporting_period,firm_name,firm_group,joint_reporting,product_group,complaints_opened,complaints_closed,pct_closed_3days,pct_closed_3to8weeks,uphold_rate,denominator,source_file
2024H2,The Prudential Assurance Company Limited,M&G PLC,yes,Insurance & pure protection,712.0,663.0,0.0452,0.8597,0.8824,0.44,firm-level-complaints-data-2024-h2.xlsx
2024H2,The Prudential Assurance Company Limited,M&G PLC,yes,Investments,2889.0,2822.0,0.0787,0.8487,0.8958,4.53,firm-level-complaints-data-2024-h2.xlsx
2024H2,The Royal Bank Of Scotland PLC,NATWEST GROUP,no,Banking and credit cards,18053.0,17910.0,0.4784,0.4709,0.6492,2.74,firm-level-complaints-data-2024-h2.xlsx
2024H2,The Royal Bank Of Scotland PLC,NATWEST GROUP,no,Decumulation & pensions,8.0,7.0,0.0,0.1429,0.5714,4.56,firm-level-complaints-data-2024-h2.xlsx
2024H2,The Royal Bank Of Scotland PLC,NATWEST GROUP,no,Home finance,1465.0,1504.0,0.3703,0.4967,0.5731,11.29,firm-level-complaints-data-2024-h2.xlsx
2024H2,The Royal Bank Of Scotland PLC,NATWEST GROUP,no,Insurance & pure protection,39.0,35.0,0.3143,0.5143,0.1714,,firm-level-complaints-data-2024-h2.xlsx
2024H2,The Royal Bank Of Scotland PLC,NATWEST GROUP,no,Investments,40.0,28.0,0.0357,0.5357,0.5714,0.66,firm-level-complaints-data-2024-h2.xlsx
2024H2,The Royal London Mutual Insurance Society Limited,ROYAL LONDON GROUP,no,Decumulation & pensions,4924.0,5270.0,0.2611,0.6381,0.674,1.35,firm-level-complaints-data-2024-h2.xlsx
2024H2,The Royal London Mutual Insurance Society Limited,ROYAL LONDON GROUP,no,Insurance & pure protection,1724.0,1806.0,0.3289,0.6047,0.4917,0.45,firm-level-complaints-data-2024-h2.xlsx
2024H2,The Royal London Mutual Insurance Society Limited,ROYAL LONDON GROUP,no,Investments,221.0,225.0,0.36,0.5956,0.6089,0.31,firm-level-complaints-data-2024-h2.xlsx
2024H2,Topaz Finance Limited,NO GROUP,no,Home finance,2336.0,2288.0,0.3789,0.6071,0.3562,22.78,firm-level-complaints-data-2024-h2.xlsx
2024H2,Tradex Insurance Company PLC,NO GROUP,no,Insurance & pure protection,2485.0,2561.0,0.4104,0.5623,0.6861,1.46,firm-level-complaints-data-2024-h2.xlsx
2024H2,Trading 212 UK Limited,NO GROUP,no,Banking and credit cards,256.0,209.0,0.0,1.0,0.1196,0.72,firm-level-complaints-data-2024-h2.xlsx
2024H2,Trading 212 UK Limited,NO GROUP,no,Investments,595.0,601.0,0.0067,0.9917,0.1265,0.29,firm-level-complaints-data-2024-h2.xlsx
2024H2,Triodos Bank UK Limited,NO GROUP,no,Banking and credit cards,595.0,620.0,0.4145,0.5855,0.4274,5.48,firm-level-complaints-data-2024-h2.xlsx
2024H2,Triodos Bank UK Limited,NO GROUP,no,Investments,36.0,38.0,0.3421,0.6579,0.2368,1.58,firm-level-complaints-data-2024-h2.xlsx
2024H2,U K Insurance Limited,DIRECT LINE INSURANCE GROUP PLC,no,Insurance & pure protection,51800.0,52048.0,0.5029,0.4476,0.6932,5.97,firm-level-complaints-data-2024-h2.xlsx
2024H2,U.s. Bank Europe Dac,NO GROUP,no,Banking and credit cards,1859.0,1867.0,0.2721,0.7193,0.1918,20.83,firm-level-complaints-data-2024-h2.xlsx
2024H2,UK Mortgage Lending LTD,NO GROUP,no,Home finance,652.0,670.0,0.3687,0.6209,0.5806,13.44,firm-level-complaints-data-2024-h2.xlsx
2024H2,Usay Business LTD,NO GROUP,no,Insurance & pure protection,662.0,623.0,0.0064,0.992,0.1717,,firm-level-complaints-data-2024-h2.xlsx
2024H2,Utility Warehouse Limited,NO GROUP,no,Insurance & pure protection,2693.0,2326.0,0.7489,0.2296,0.2167,11.7,firm-level-complaints-data-2024-h2.xlsx
2024H2,"Vanguard Asset Management, LTD",NO GROUP,no,Decumulation & pensions,601.0,892.0,0.1166,0.3206,0.7679,4.09,firm-level-complaints-data-2024-h2.xlsx
2024H2,"Vanguard Asset Management, LTD",NO GROUP,no,Investments,1140.0,1586.0,0.2037,0.4079,0.628,1.48,firm-level-complaints-data-2024-h2.xlsx
2024H2,Vanquis Bank Limited,PROVIDENT FINANCIAL PLC,no,Banking and credit cards,26951.0,31574.0,0.1247,0.8043,0.1992,20.04,firm-level-complaints-data-2024-h2.xlsx
2024H2,Virgin Money Unit Trust Managers LTD,NO GROUP,no,Banking and credit cards,0.0,0.0,,,,0.0,firm-level-complaints-data-2024-h2.xlsx
2024H2,Virgin Money Unit Trust Managers LTD,NO GROUP,no,Decumulation & pensions,713.0,796.0,0.0013,0.9912,0.9209,25.43,firm-level-complaints-data-2024-h2.xlsx
2024H2,Virgin Money Unit Trust Managers LTD,NO GROUP,no,Home finance,0.0,0.0,,,,0.0,firm-level-complaints-data-2024-h2.xlsx
2024H2,Virgin Money Unit Trust Managers LTD,NO GROUP,no,Insurance & pure protection,0.0,0.0,,,,0.0,firm-level-complaints-data-2024-h2.xlsx
2024H2,Virgin Money Unit Trust Managers LTD,NO GROUP,no,Investments,1153.0,1333.0,0.0023,0.988,0.9167,13.47,firm-level-complaints-data-2024-h2.xlsx
2024H2,Vitality Corporate Services Limited,DISCOVERY LIMITED,yes,Insurance & pure protection,8702.0,9075.0,0.4246,0.5247,0.5344,,firm-level-complaints-data-2024-h2.xlsx
2024H2,Vodafone Limited,NO GROUP,no,Insurance & pure protection,290.0,294.0,0.6701,0.3299,0.4864,0.83,firm-level-complaints-data-2024-h2.xlsx
2024H2,Volkswagen Financial Services (uk) Limited,NO GROUP,no,Insurance & pure protection,47.0,43.0,0.0,0.6744,0.0,,firm-level-complaints-data-2024-h2.xlsx
2024H2,Wesleyan Assurance Society,NO GROUP,no,Decumulation & pensions,340.0,303.0,0.3696,0.6073,0.9208,4.12,firm-level-complaints-data-2024-h2.xlsx
2024H2,Wesleyan Assurance Society,NO GROUP,no,Insurance & pure protection,143.0,133.0,0.4211,0.5414,0.9323,0.19,firm-level-complaints-data-2024-h2.xlsx
2024H2,Wesleyan Assurance Society,NO GROUP,no,Investments,248.0,224.0,0.4286,0.5625,0.9018,4.17,firm-level-complaints-data-2024-h2.xlsx
2024H2,Xbridge Limited,NO GROUP,no,Insurance & pure protection,1174.0,1128.0,0.1835,0.8085,0.4246,,firm-level-complaints-data-2024-h2.xlsx
2024H2,Yorkshire Building Society,YORKSHIRE BUILDING SOCIETY,yes,Banking and credit cards,1776.0,1726.0,0.3905,0.606,0.7549,0.51,firm-level-complaints-data-2024-h2.xlsx
2024H2,Yorkshire Building Society,YORKSHIRE BUILDING SOCIETY,yes,Home finance,602.0,593.0,0.3693,0.6172,0.6712,8.44,firm-level-complaints-data-2024-h2.xlsx
2024H2,Yorkshire Building Society,YORKSHIRE BUILDING SOCIETY,yes,Insurance & pure protection,8.0,9.0,0.0,1.0,0.1111,0.17,firm-level-complaints-data-2024-h2.xlsx
2024H2,Zempler Bank Limited,NO GROUP,no,Banking and credit cards,1805.0,1816.0,0.2329,0.7665,0.4692,3.34,firm-level-complaints-data-2024-h2.xlsx
2024H2,Zopa Bank Limited,NO GROUP,yes,Banking and credit cards,3286.0,3258.0,0.551,0.4451,0.454,3.42,firm-level-complaints-data-2024-h2.xlsx
2024H2,Zurich Assurance LTD,ZURICH INSURANCE GROUP AG,no,Banking and credit cards,0.0,0.0,,,,0.0,firm-level-complaints-data-2024-h2.xlsx
2024H2,Zurich Assurance LTD,ZURICH INSURANCE GROUP AG,no,Decumulation & pensions,1085.0,1142.0,0.204,0.7662,0.3958,3.54,firm-level-complaints-data-2024-h2.xlsx
2024H2,Zurich Assurance LTD,ZURICH INSURANCE GROUP AG,no,Home finance,0.0,1.0,0.0,0.0,0.0,0.0,firm-level-complaints-data-2024-h2.xlsx
2024H2,Zurich Assurance LTD,ZURICH INSURANCE GROUP AG,no,Insurance & pure protection,2249.0,2219.0,0.2186,0.7747,0.4466,0.76,firm-level-complaints-data-2024-h2.xlsx
2024H2,Zurich Assurance LTD,ZURICH INSURANCE GROUP AG,no,Investments,364.0,352.0,0.1761,0.8239,0.4602,4.89,firm-level-complaints-data-2024-h2.xlsx
2024H2,Zurich Insurance Company LTD,ZURICH INSURANCE GROUP AG,no,Insurance & pure protection,3112.0,2785.0,0.163,0.7885,0.6291,1.13,firm-level-complaints-data-2024-h2.xlsx
2025H1,Abrdn Fund Managers Limited,ABERDEEN GROUP,no,Investments,800.0,768.0,0.4896,0.4766,0.293,,firm-level-complaints-data-2025-h1.xlsx
2025H1,Accord Mortgages Limited,YORKSHIRE BUILDING SOCIETY,no,Banking and credit cards,22.0,24.0,0.125,0.8333,0.9167,2.36,firm-level-complaints-data-2025-h1.xlsx
2025H1,Accord Mortgages Limited,YORKSHIRE BUILDING SOCIETY,no,Home finance,896.0,863.0,0.2225,0.7555,0.6628,4.25,firm-level-complaints-data-2025-h1.xlsx
2025H1,Accredited Insurance (europe) LTD,NO GROUP,no,Insurance & pure protection,4649.0,4940.0,0.2316,0.7555,0.4383,1.23,firm-level-complaints-data-2025-h1.xlsx
2025H1,Acm Ulr Limited,MARKERSTUDY GROUP,no,Insurance & pure protection,723.0,709.0,0.1016,0.8364,0.4612,9.15,firm-level-complaints-data-2025-h1.xlsx
2025H1,Acorn Insurance & Financial Services LTD,NO GROUP,no,Insurance & pure protection,805.0,879.0,0.3732,0.6257,0.5506,1.39,firm-level-complaints-data-2025-h1.xlsx
2025H1,Acromas Insurance Company Limited,NO GROUP,no,Insurance & pure protection,2446.0,2527.0,0.3265,0.6478,0.503,0.98,firm-level-complaints-data-2025-h1.xlsx
2025H1,Action 365 LTD,NO GROUP,no,Insurance & pure protection,789.0,913.0,0.2037,0.7437,0.3395,10.29,firm-level-complaints-data-2025-h1.xlsx
2025H1,Admiral Financial Services Limited,NO GROUP,no,Home finance,9.0,8.0,0.125,0.875,1.0,,firm-level-complaints-data-2025-h1.xlsx
2025H1,Adrian Flux Insurance Services Group,NO GROUP,no,Insurance & pure protection,1554.0,1557.0,0.9351,0.0642,0.2222,1.72,firm-level-complaints-data-2025-h1.xlsx
2025H1,Advisory Insurance Brokers Limited,ARDONAGH GROUP LIMITED,no,Insurance & pure protection,708.0,697.0,0.1363,0.7446,0.604,,firm-level-complaints-data-2025-h1.xlsx
2025H1,Affinity Insurance Solutions Limited,MARKERSTUDY GROUP,no,Insurance & pure protection,663.0,,,,,1.98,firm-level-complaints-data-2025-h1.xlsx
2025H1,Ageas Insurance Limited,AGEAS SA-NV,no,Insurance & pure protection,5090.0,5189.0,0.312,0.6329,0.4781,1.2,firm-level-complaints-data-2025-h1.xlsx
2025H1,Ageas Retail Limited,AGEAS SA-NV,no,Insurance & pure protection,912.0,932.0,0.5021,0.4936,0.5021,1.3,firm-level-complaints-data-2025-h1.xlsx
2025H1,Aioi Nissay Dowa Insurance UK Limited,AIOI NISSAY DOWA EUROPE LIMITED,yes,Insurance & pure protection,1585.0,1671.0,0.304,0.6852,0.4375,5.26,firm-level-complaints-data-2025-h1.xlsx
2025H1,Aj Bell Management Limited,AJ BELL GROUP,no,Decumulation & pensions,1350.0,1349.0,0.3195,0.6768,0.6227,5.23,firm-level-complaints-data-2025-h1.xlsx
2025H1,Aj Bell Securities Limited,AJ BELL GROUP,no,Banking and credit cards,51.0,50.0,0.52,0.48,0.72,18.29,firm-level-complaints-data-2025-h1.xlsx
2025H1,Aj Bell Securities Limited,AJ BELL GROUP,no,Decumulation & pensions,216.0,216.0,0.3565,0.6435,0.4537,0.84,firm-level-complaints-data-2025-h1.xlsx
2025H1,Aj Bell Securities Limited,AJ BELL GROUP,no,Investments,966.0,963.0,0.4008,0.5971,0.5161,1.91,firm-level-complaints-data-2025-h1.xlsx
2025H1,Aldermore Bank PLC,FIRSTRAND LIMITED,no,Banking and credit cards,962.0,693.0,0.4517,0.5426,0.7201,2.19,firm-level-complaints-data-2025-h1.xlsx
2025H1,Aldermore Bank PLC,FIRSTRAND LIMITED,no,Home finance,671.0,1039.0,0.2791,0.6968,0.6593,13.52,firm-level-complaints-data-2025-h1.xlsx
2025H1,Allianz Insurance PLC,ALLIANZ SE,no,Insurance & pure protection,2758.0,2787.0,0.1697,0.8113,0.5716,0.55,firm-level-complaints-data-2025-h1.xlsx
2025H1,American Express Services Europe Limited,NO GROUP,no,Banking and credit cards,13170.0,12390.0,0.1567,0.8428,0.3437,4.07,firm-level-complaints-data-2025-h1.xlsx
2025H1,American Express Services Europe Limited,NO GROUP,no,Insurance & pure protection,183.0,162.0,0.0062,0.9938,0.1049,0.05,firm-level-complaints-data-2025-h1.xlsx
2025H1,American International Group UK Limited,"AMERICAN INTERNATIONAL GROUP, INC. (AIG)",no,Insurance & pure protection,925.0,921.0,0.165,0.8252,0.4799,0.21,firm-level-complaints-data-2025-h1.xlsx
2025H1,Amtrust Specialty Limited,NO GROUP,no,Insurance & pure protection,2170.0,2229.0,0.1153,0.7658,0.5541,0.38,firm-level-complaints-data-2025-h1.xlsx
2025H1,Animal Friends Insurance Services LTD,NO GROUP,no,Insurance & pure protection,3055.0,2620.0,0.2427,0.7546,0.4828,,firm-level-complaints-data-2025-h1.xlsx
2025H1,Arag Legal Expenses Insurance Company Limited,NO GROUP,no,Insurance & pure protection,2041.0,2220.0,0.1194,0.8374,0.6342,0.28,firm-level-complaints-data-2025-h1.xlsx
2025H1,Arthur J. Gallagher Insurance Brokers Limited,ARTHUR J GALLAGHER (UK) LTD,yes,Insurance & pure protection,1053.0,1072.0,0.3713,0.597,0.5998,,firm-level-complaints-data-2025-h1.xlsx
2025H1,Assurant General Insurance Limited,ASSURANT INC,no,Insurance & pure protection,5778.0,6584.0,0.5409,0.3262,0.3868,1.1,firm-level-complaints-data-2025-h1.xlsx
2025H1,Astrenska Insurance Limited,NO GROUP,no,Insurance & pure protection,2026.0,1981.0,0.1403,0.8344,0.5391,0.35,firm-level-complaints-data-2025-h1.xlsx
2025H1,Asurion Europe Limited,ASURION,no,Insurance & pure protection,1548.0,1487.0,0.3941,0.6052,0.1856,2.27,firm-level-complaints-data-2025-h1.xlsx
2025H1,Atlanta Insurance Intermediaries Limited,MARKERSTUDY GROUP,no,Insurance & pure protection,9569.0,9889.0,0.7197,0.2772,0.4617,4.77,firm-level-complaints-data-2025-h1.xlsx
2025H1,Automobile Association Insurance Services Limited,AUTOMOBILE ASSOCIATION (AA),no,Insurance & pure protection,6366.0,6710.0,0.3602,0.6222,0.3703,,firm-level-complaints-data-2025-h1.xlsx
2025H1,Autoprotect (mbi) LTD,NO GROUP,no,Insurance & pure protection,515.0,,,,,,firm-level-complaints-data-2025-h1.xlsx
2025H1,Avantia Insurance Limited,NO GROUP,no,Insurance & pure protection,1122.0,1181.0,0.6876,0.3116,0.387,3.36,firm-level-complaints-data-2025-h1.xlsx
2025H1,Aviva Health UK Limited,AVIVA PLC,no,Insurance & pure protection,1262.0,1211.0,0.507,0.4781,0.2923,,firm-level-complaints-data-2025-h1.xlsx
2025H1,Aviva Insurance Limited,AVIVA PLC,no,Insurance & pure protection,48979.0,49655.0,0.3666,0.6002,0.5739,2.75,firm-level-complaints-data-2025-h1.xlsx
2025H1,Aviva Life Services UK Limited,AVIVA PLC,no,Decumulation & pensions,17246.0,17397.0,0.2548,0.6464,0.6457,2.04,firm-level-complaints-data-2025-h1.xlsx
2025H1,Aviva Life Services UK Limited,AVIVA PLC,no,Home finance,797.0,880.0,0.2443,0.4352,0.3591,8.4,firm-level-complaints-data-2025-h1.xlsx
2025H1,Aviva Life Services UK Limited,AVIVA PLC,no,Insurance & pure protection,3995.0,3925.0,0.2461,0.6769,0.5529,1.07,firm-level-complaints-data-2025-h1.xlsx
2025H1,Aviva Life Services UK Limited,AVIVA PLC,no,Investments,3048.0,3073.0,0.2288,0.6443,0.7637,2.91,firm-level-complaints-data-2025-h1.xlsx
2025H1,Aviva Protection UK Limited,AVIVA PLC,no,Insurance & pure protection,642.0,661.0,0.6082,0.3722,0.3676,0.51,firm-level-complaints-data-2025-h1.xlsx
2025H1,Awp Assistance UK LTD,ALLIANZ SE,yes,Insurance & pure protection,2911.0,2771.0,0.2176,0.7755,0.8073,0.59,firm-level-complaints-data-2025-h1.xlsx
2025H1,Awp P&c S.a.,ALLIANZ SE,yes,Insurance & pure protection,1771.0,1635.0,0.1609,0.8165,0.3407,0.36,firm-level-complaints-data-2025-h1.xlsx
2025H1,Axa Insurance Designated Activity Company,AXA GROUP,no,Insurance & pure protection,2085.0,2117.0,0.8172,0.1474,0.5867,8.42,firm-level-complaints-data-2025-h1.xlsx
2025H1,Axa Insurance UK PLC,AXA GROUP,no,Insurance & pure protection,16910.0,17758.0,0.3177,0.5749,0.5747,5.56,firm-level-complaints-data-2025-h1.xlsx
2025H1,Axa Ppp Healthcare Limited,AXA GROUP,no,Insurance & pure protection,21855.0,21622.0,0.5745,0.3579,0.5519,13.62,firm-level-complaints-data-2025-h1.xlsx
2025H1,Bank Of Ireland (uk) PLC,BANK OF IRELAND GROUP,yes,Banking and credit cards,2208.0,2199.0,0.4798,0.477,0.4616,2.3,firm-level-complaints-data-2025-h1.xlsx
2025H1,Bank Of Ireland (uk) PLC,BANK OF IRELAND GROUP,yes,Home finance,972.0,876.0,0.3516,0.5822,0.2831,10.48,firm-level-complaints-data-2025-h1.xlsx
2025H1,Bank Of Ireland (uk) PLC,BANK OF IRELAND GROUP,yes,Insurance & pure protection,33.0,31.0,0.0323,0.9032,0.0323,,firm-level-complaints-data-2025-h1.xlsx
2025H1,Bank Of Scotland PLC,LLOYDS BANKING GROUP PLC,no,Banking and credit cards,65337.0,64180.0,0.5915,0.294,0.6894,1.83,firm-level-complaints-data-2025-h1.xlsx
2025H1,Bank Of Scotland PLC,LLOYDS BANKING GROUP PLC,no,Decumulation & pensions,5.0,5.0,0.0,0.4,0.6,0.04,firm-level-complaints-data-2025-h1.xlsx
2025H1,Bank Of Scotland PLC,LLOYDS BANKING GROUP PLC,no,Home finance,12120.0,12267.0,0.4423,0.5225,0.5537,5.73,firm-level-complaints-data-2025-h1.xlsx
2025H1,Bank Of Scotland PLC,LLOYDS BANKING GROUP PLC,no,Insurance & pure protection,211.0,205.0,0.1073,0.8439,0.1561,0.33,firm-level-complaints-data-2025-h1.xlsx
2025H1,Bank Of Scotland PLC,LLOYDS BANKING GROUP PLC,no,Investments,41.0,41.0,0.0244,0.8049,0.3659,0.33,firm-level-complaints-data-2025-h1.xlsx
2025H1,Barclays Bank PLC,BARCLAYS PLC,no,Banking and credit cards,9513.0,8995.0,0.7234,0.247,0.6253,7.76,firm-level-complaints-data-2025-h1.xlsx
2025H1,Barclays Bank PLC,BARCLAYS PLC,no,Decumulation & pensions,49.0,47.0,0.2766,0.3617,0.6596,,firm-level-complaints-data-2025-h1.xlsx
2025H1,Barclays Bank PLC,BARCLAYS PLC,no,Home finance,2.0,3.0,0.3333,0.6667,0.3333,2.3,firm-level-complaints-data-2025-h1.xlsx
2025H1,Barclays Bank PLC,BARCLAYS PLC,no,Investments,1418.0,1386.0,0.2792,0.5274,0.7035,2.97,firm-level-complaints-data-2025-h1.xlsx
2025H1,Barclays Bank UK PLC,BARCLAYS PLC,no,Banking and credit cards,147524.0,147228.0,0.6247,0.2857,0.7799,3.7,firm-level-complaints-data-2025-h1.xlsx
2025H1,Barclays Bank UK PLC,BARCLAYS PLC,no,Decumulation & pensions,9.0,9.0,0.1111,0.8889,0.0,,firm-level-complaints-data-2025-h1.xlsx
2025H1,Barclays Bank UK PLC,BARCLAYS PLC,no,Home finance,6544.0,6587.0,0.4318,0.5471,0.7689,7.47,firm-level-complaints-data-2025-h1.xlsx
2025H1,Barclays Bank UK PLC,BARCLAYS PLC,no,Insurance & pure protection,162.0,184.0,0.3533,0.4457,0.1087,0.74,firm-level-complaints-data-2025-h1.xlsx
2025H1,Barclays Bank UK PLC,BARCLAYS PLC,no,Investments,34.0,36.0,0.0556,0.5556,0.5556,,firm-level-complaints-data-2025-h1.xlsx
2025H1,Bisl Limited,MARKERSTUDY GROUP,no,Insurance & pure protection,12473.0,12369.0,0.5547,0.4417,0.3813,5.46,firm-level-complaints-data-2025-h1.xlsx
2025H1,British Gas Services Limited,NO GROUP,yes,Insurance & pure protection,51725.0,52837.0,0.6663,0.2842,0.9492,9.56,firm-level-complaints-data-2025-h1.xlsx
2025H1,Bupa Insurance Services Limited,BUPA GROUP,yes,Insurance & pure protection,31133.0,31139.0,0.5559,0.4412,0.582,9.1,firm-level-complaints-data-2025-h1.xlsx
2025H1,Cabot Credit Management Group Limited,NO GROUP,no,Home finance,47.0,30.0,0.1,0.8,0.4333,,firm-level-complaints-data-2025-h1.xlsx
2025H1,Call Assist Limited,NO GROUP,no,Insurance & pure protection,711.0,698.0,0.2794,0.7206,0.3897,3.29,firm-level-complaints-data-2025-h1.xlsx
2025H1,Canada Life Limited,NO GROUP,no,Decumulation & pensions,329.0,340.0,0.1676,0.7529,0.8382,0.74,firm-level-complaints-data-2025-h1.xlsx
2025H1,Canada Life Limited,NO GROUP,no,Insurance & pure protection,200.0,196.0,0.3316,0.5765,0.5306,0.07,firm-level-complaints-data-2025-h1.xlsx
2025H1,Canada Life Limited,NO GROUP,no,Investments,39.0,43.0,0.1395,0.814,0.814,2.67,firm-level-complaints-data-2025-h1.xlsx
2025H1,Capital One (europe) PLC,CAPITAL ONE FINANCIAL CORPORATION,no,Banking and credit cards,24847.0,24529.0,0.1639,0.8141,0.3346,4.55,firm-level-complaints-data-2025-h1.xlsx
2025H1,Capital One (europe) PLC,CAPITAL ONE FINANCIAL CORPORATION,no,Insurance & pure protection,8.0,8.0,0.125,0.875,0.125,0.0,firm-level-complaints-data-2025-h1.xlsx
2025H1,Car Care Plan Limited,NO GROUP,yes,Insurance & pure protection,886.0,929.0,0.493,0.507,0.183,1.1,firm-level-complaints-data-2025-h1.xlsx
2025H1,Carole Nash Insurance Consultants Limited,NO GROUP,no,Insurance & pure protection,3049.0,3098.0,0.7682,0.2295,0.4742,5.82,firm-level-complaints-data-2025-h1.xlsx
2025H1,Castelan Limited,NO GROUP,no,Insurance & pure protection,552.0,549.0,0.3005,0.6976,0.2696,0.44,firm-level-complaints-data-2025-h1.xlsx
2025H1,Casualty & General Insurance Company (europe) LTD,NO GROUP,no,Insurance & pure protection,1114.0,1023.0,0.13,0.8641,0.2571,5.04,firm-level-complaints-data-2025-h1.xlsx
2025H1,Charter Court Financial Services Limited,CHARTER COURT FINANCIAL SERVICES GROUP PLC,no,Banking and credit cards,741.0,741.0,0.3833,0.6167,0.4818,2.57,firm-level-complaints-data-2025-h1.xlsx
2025H1,Charter Court Financial Services Limited,CHARTER COURT FINANCIAL SERVICES GROUP PLC,no,Home finance,1133.0,1172.0,0.2099,0.7773,0.3874,16.9,firm-level-complaints-data-2025-h1.xlsx
2025H1,Chubb European Group Se,CHUBB LIMITED,no,Insurance & pure protection,4134.0,3969.0,0.1877,0.7916,0.646,0.65,firm-level-complaints-data-2025-h1.xlsx
2025H1,Clearbank Limited,NO GROUP,no,Banking and credit cards,3961.0,3906.0,0.0579,0.9375,0.6994,1.44,firm-level-complaints-data-2025-h1.xlsx
2025H1,Close Brothers Limited,CLOSE BROTHERS GROUP PLC,no,Banking and credit cards,162.0,172.0,0.6512,0.3488,0.6047,,firm-level-complaints-data-2025-h1.xlsx
2025H1,Close Brothers Limited,CLOSE BROTHERS GROUP PLC,no,Insurance & pure protection,1.0,1.0,0.0,1.0,0.0,,firm-level-complaints-data-2025-h1.xlsx
2025H1,Clydesdale Bank PLC,VIRGIN MONEY UK PLC,yes,Banking and credit cards,29819.0,33450.0,0.3338,0.5613,0.6617,3.55,firm-level-complaints-data-2025-h1.xlsx
2025H1,Clydesdale Bank PLC,VIRGIN MONEY UK PLC,yes,Decumulation & pensions,1.0,1.0,1.0,0.0,1.0,,firm-level-complaints-data-2025-h1.xlsx
2025H1,Clydesdale Bank PLC,VIRGIN MONEY UK PLC,yes,Home finance,1840.0,2246.0,0.0681,0.5962,0.6768,5.65,firm-level-complaints-data-2025-h1.xlsx
2025H1,Clydesdale Bank PLC,VIRGIN MONEY UK PLC,yes,Insurance & pure protection,9.0,9.0,0.1111,0.4444,0.3333,0.1,firm-level-complaints-data-2025-h1.xlsx
2025H1,Clydesdale Bank PLC,VIRGIN MONEY UK PLC,yes,Investments,22.0,38.0,0.1053,0.7368,0.7105,,firm-level-complaints-data-2025-h1.xlsx
2025H1,Cofunds Limited,AEGON N.V.,no,Decumulation & pensions,76.0,83.0,0.1687,0.8193,0.4337,3.69,firm-level-complaints-data-2025-h1.xlsx
2025H1,Cofunds Limited,AEGON N.V.,no,Investments,950.0,943.0,0.1845,0.8091,0.4687,1.25,firm-level-complaints-data-2025-h1.xlsx
2025H1,Complete Cover Group LTD,NO GROUP,no,Insurance & pure protection,905.0,879.0,0.4767,0.5233,0.4118,24.15,firm-level-complaints-data-2025-h1.xlsx
2025H1,Connells Limited,SKIPTON BUILDING SOCIETY,no,Home finance,428.0,405.0,0.037,0.8889,0.4963,,firm-level-complaints-data-2025-h1.xlsx
2025H1,Connells Limited,SKIPTON BUILDING SOCIETY,no,Insurance & pure protection,115.0,110.0,0.0636,0.8455,0.2818,,firm-level-complaints-data-2025-h1.xlsx
2025H1,Countrywide Assured PLC,NO GROUP,no,Decumulation & pensions,332.0,373.0,0.2225,0.5684,0.6971,1.24,firm-level-complaints-data-2025-h1.xlsx
2025H1,Countrywide Assured PLC,NO GROUP,no,Insurance & pure protection,263.0,315.0,0.2349,0.527,0.4794,2.16,firm-level-complaints-data-2025-h1.xlsx
2025H1,Countrywide Assured PLC,NO GROUP,no,Investments,81.0,99.0,0.1111,0.6364,0.6869,0.35,firm-level-complaints-data-2025-h1.xlsx
2025H1,Coutts & Company,NATWEST GROUP,no,Banking and credit cards,1459.0,1433.0,0.4976,0.4941,0.4299,5.01,firm-level-complaints-data-2025-h1.xlsx
2025H1,Coutts & Company,NATWEST GROUP,no,Decumulation & pensions,14.0,15.0,0.0,0.4,0.6667,2.83,firm-level-complaints-data-2025-h1.xlsx
2025H1,Coutts & Company,NATWEST GROUP,no,Home finance,84.0,82.0,0.1829,0.7195,0.5244,7.32,firm-level-complaints-data-2025-h1.xlsx
2025H1,Coutts & Company,NATWEST GROUP,no,Insurance & pure protection,13.0,13.0,0.5385,0.3846,0.5385,1.01,firm-level-complaints-data-2025-h1.xlsx
2025H1,Coutts & Company,NATWEST GROUP,no,Investments,107.0,101.0,0.0396,0.6931,0.7426,2.15,firm-level-complaints-data-2025-h1.xlsx
2025H1,Covea Insurance PLC,COVEA GROUP,yes,Insurance & pure protection,2528.0,2435.0,0.2074,0.7577,0.4641,1.8,firm-level-complaints-data-2025-h1.xlsx
2025H1,Coventry Building Society,NO GROUP,yes,Banking and credit cards,3806.0,3772.0,0.6471,0.3523,0.6259,1.41,firm-level-complaints-data-2025-h1.xlsx
2025H1,Coventry Building Society,NO GROUP,yes,Home finance,658.0,644.0,0.5978,0.4022,0.7189,1.86,firm-level-complaints-data-2025-h1.xlsx
2025H1,Coventry Building Society,NO GROUP,yes,Insurance & pure protection,2.0,2.0,0.0,1.0,0.0,,firm-level-complaints-data-2025-h1.xlsx
2025H1,Creation Consumer Finance LTD,BNP PARIBAS GROUP,no,Banking and credit cards,9886.0,3247.0,0.1703,0.7933,0.3988,4.0,firm-level-complaints-data-2025-h1.xlsx
2025H1,Creation Financial Services Limited,BNP PARIBAS GROUP,no,Banking and credit cards,404.0,406.0,0.1921,0.7882,0.3645,,firm-level-complaints-data-2025-h1.xlsx
2025H1,Cynergy Bank PLC,CYNERGY CAPITAL LTD,no,Banking and credit cards,1047.0,766.0,0.1815,0.8159,0.7977,5.34,firm-level-complaints-data-2025-h1.xlsx
